,mz,rt,rt_start,rt_end,B1_NIST1950_1_6540.mzML,B1_NIST1950_2_6540.mzML,B1_NIST1950_3_6540.mzML,classification
FT1271,230.094905570934,1.0726759656268683,1.044518597920735,1.100833333333,33537.8133334612,3103.82324830828,2594.34782437736,1.0
FT2735,405.107268465704,5.323503112792967,5.323503112792967,5.323503112792967,878.531645516213,866.245274815336,1509.46198917389,0.0
FT1989,295.189564280838,1.0094007924396116,0.99815985361735,1.0751848856608066,9120.62633461822,21505.0581038379,21614.1737834311,1.0
FT3959,823.304345032169,0.9179674148559567,0.917966666667,0.99815985361735,41417.1182860962,37800.9331236859,39528.3763339233,1.0
FT0647,165.091851509832,0.9179670407614784,0.917966666667,0.9179674148559567,159976.365113157,135058.152546509,148929.252446236,1.0
FT1352,239.022409943247,6.03839009602865,6.03839009602865,6.03839009602865,2331.76738544526,2682.47122308817,5624.83688777299,0.0
FT3054,466.252937121252,0.9678333333329999,0.8879364013671867,0.9678511937459316,43818.1264367403,8195.86937258613,7703.34923191106,0.0
FT0013,60.0168266961095,2.04788665771485,2.015166666667,2.048416900634767,7810.57699704702,4512.7675270476,8819.19456680689,1.0
FT2575,373.867426700689,13.103516666667,13.05364990234375,13.103533935546867,6843.74759620597,9371.69711745345,10570.3787383382,0.0
FT1215,225.062030902847,6.0382334391276,6.038233333332999,6.055021158854166,935531.678886525,869882.89577518,885908.830246859,1.0
FT1357,240.061032694031,0.9179670407614784,0.917966666667,0.9179674148559567,56313.485628337,49809.0767479016,49392.3161229372,1.0
FT2437,355.169634133059,0.967842263539465,0.9678333333329999,0.9678511937459316,8695.50571681361,9892.38742123509,10603.8242678833,1.0
FT2233,328.047563141096,0.6686,0.66859753926595,0.7409428914388017,55304.638168985,39566.9478543178,53060.2145820587,0.0
FT0754,176.959625853367,5.0574,4.990900675455733,5.074017333984367,3536.44549388141,2050.95071502686,855.072034950258,1.0
FT0406,134.060794077922,1.3169499999999998,1.30033582051595,1.3604971567789717,51856.9370255777,37079.0017111624,42855.6940421685,1.0
FT0251,112.985745072116,13.095216967773434,13.086900000000002,13.103533935546867,487202.346624298,475499.903587811,465057.450621368,1.0
FT2399,350.866193160192,5.2236343383789,5.2236343383789,5.2236343383789,26063.6536125436,7148.28206215789,3464.21232868003,1.0
FT1203,223.871858467682,2.4457529703775998,2.4457529703775998,2.4457529703775998,4065.92765988215,2646.39886617436,2725.80427164149,0.0
FT1280,230.997514115134,0.8681002298990883,0.818216666667,0.884716666667,66279.8481177056,81240.1755026495,84823.6094725782,1.0
FT1374,242.052202613569,6.0714833577473994,6.071483333333,6.088248697916667,326683.800826673,312854.166357199,306314.671067117,1.0
FT0310,122.046819536318,1.3252595906577185,1.300316666667,1.3753779093424483,220895.708367152,77129.4200951023,84871.3747423756,0.0
FT3938,803.562761599206,1.017716666667,1.0011014302571617,1.0751848856608066,14649.1633224813,13517.9811790937,12110.8531610947,1.0
FT2341,343.085163601806,1.5829355875651032,1.5829355875651032,1.5829355875651032,2822.00790143944,1828.08257284185,3922.12293325516,0.0
FT2652,390.164686060701,1.0011014302571617,0.984466666667,1.0751848856608066,8453.85647301695,9690.54793787849,9083.0453479886,1.0
FT0920,195.92817492653,8.11625,8.0663838704427,8.132864888509117,9297.66654121397,3421.78948216686,9852.58754706452,1.0
FT0549,154.057540150384,4.791416666667001,4.7912373860677,4.791416931152351,220035.814132237,194185.305871787,202894.587562715,1.0
FT2854,430.15760725445,4.791327158610033,4.7912373860677,4.791416931152351,1762.0583284623,1097.68187099866,2797.59165676116,1.0
FT2453,357.237883897832,1.0560509656268684,1.044518597920735,1.067583333333,463330.243026945,2744.70304226226,0.0,0.0
FT0704,172.067925804875,1.2837,1.2837,1.2837,4286.47525131941,5842.20670478759,2964.90124861787,0.0
FT0441,139.076316261097,1.0011014302571617,1.001083333333,1.0751848856608066,40075.5337224896,31591.0257077739,34744.7580648472,1.0
FT2419,352.157025487875,1.2005856831868482,1.2005856831868482,1.2005856831868482,573.459798775924,534.486252019997,2328.76148174286,0.0
FT2526,367.106093477765,6.063242340087883,6.054849751790367,6.071634928385417,1719133.49599829,1448143.50637895,1302848.62622829,1.0
FT3094,475.377308222781,0.8016,0.8015994389851884,0.8879364013671867,78599.5624484253,67436.9834474945,67338.2749101374,1.0
FT3261,509.328880529385,0.8719130833943683,0.8719130833943683,0.8719130833943683,18073.0267787203,0.0,0.0,0.0
FT1542,255.232963614868,4.0845225016276,4.05965576171875,4.109389241536467,240356.524788184,128026.277620998,106657.198230838,0.0
FT1443,248.973562074326,8.141190846761067,8.11624806722005,8.166133626302083,17671185.5361785,25222105.9619161,36348933.4271023,0.0
FT1676,265.047887489967,5.855367024739583,5.855367024739583,5.855367024739583,2100.833873291,1821.97244423032,969.87520493567,1.0
FT0112,88.0120735224732,1.9486673990885335,1.9486666666669998,1.96511052449545,56582.6907537584,54508.3449740668,45275.1487950891,1.0
FT0331,124.982654887466,13.086900000000002,13.070282999674482,13.103533935546867,135605.088128173,126158.035726112,125529.799214188,1.0
FT0137,91.0220683744291,1.36683578491211,1.3668166666669999,1.405167388916015,281056.60056615,255765.676389404,292855.730692199,1.0
FT2588,377.03122740035,1.3544722880047233,1.333566666667,1.3753779093424483,6375.1402750955,1909.35034194946,954.68954644761,1.0
FT2263,332.192561226739,1.2126040140787768,1.1839689890543617,1.24123903910319,5560.59282950851,1169.55401157247,4479.81975553084,0.0
FT3996,852.572817591641,1.0751848856608066,1.0751848856608066,1.0751848856608066,6137.268947926,1559.52684519983,1723.0562956622,1.0
FT1960,291.125413875854,0.7683489481608067,0.7683489481608067,0.7683489481608067,0.0,14271.7222196765,23716.7175032043,1.0
FT2425,353.212400752725,0.7932913088480633,0.7849826176961266,0.8016,3638.55905467762,16256.9879536941,15701.1030193981,1.0
FT3951,818.554286169881,1.0011014302571617,1.001083333333,1.0751848856608066,40646.83245732,37258.015004527,33971.4922033854,1.0
FT2170,318.895487610736,12.987149047851567,12.987149047851567,12.987149047851567,2964.43060917836,1358.24179883599,1603.46664946477,0.0
FT3685,621.326728032122,1.36683578491211,1.3502,1.3753779093424483,5850.60668590259,6779.92339376443,4774.71309482575,0.0
FT2241,329.048968178951,0.6519819620766566,0.6353636423746749,0.7409428914388017,10123.56515625,7168.78638402533,10566.8323077252,0.0
FT1030,206.94959846453,13.103516666667,13.070282999674482,13.103533935546867,39324.212696004,29488.9503967105,31559.7136193248,1.0
FT3898,748.765089995625,13.086908634439933,13.070283333333,13.103533935546867,426.693907611025,2592.71070316315,2773.55195412694,0.0
FT3634,604.232529550967,5.306862894694017,5.306862894694017,5.306862894694017,927.218219602108,618.427638166584,1461.47547501138,0.0
FT2384,349.873526082387,4.209419003295733,4.192654673258467,4.226183333333,10572.6821163315,7278.69179758721,17050.6016318043,0.0
FT2480,361.167249879882,0.8697015444437667,0.851466666667,0.93555367787679,9399.03653503418,36236.9090037092,38135.4904150086,1.0
FT0645,165.074980981582,4.010066666667,4.00949783325195,4.026406860351567,83297.7936595127,69878.6710145361,69444.7454494539,1.0
FT3446,549.45218955939,0.8016,0.8015994389851884,0.8719130833943683,62980.216679441,61448.4427106585,62971.1910154216,1.0
FT2302,337.90548627819,0.668598769632975,0.66859753926595,0.6686,986268.803727503,594591.867545956,421711.22118007,0.0
FT3075,471.872029218609,13.086900000000002,13.05364990234375,13.103533935546867,3771.60101412819,3055.71279657748,3189.35279867039,1.0
FT3514,568.465323369498,0.8719130833943683,0.8719130833943683,0.8719130833943683,18603.1125317174,7117.90304135489,6198.82301594398,0.0
FT0279,116.079714441729,1.0426508789060833,1.034333333333,1.0509684244791666,47487.8355727193,46783.0418672442,48400.6675812,1.0
FT1666,263.997250089877,4.00949783325195,4.00949783325195,4.00949783325195,2771.8427414868,0.0,642.300046423916,0.0
FT2932,444.159871004813,1.3834524790445966,1.38345,1.4200810750325517,16472.0461358552,12281.2032717925,14943.3651567078,1.0
FT3337,526.828018405243,13.078591918945316,13.05364990234375,13.103533935546867,5178.57665313722,2703.46570271525,4718.11609580045,1.0
FT2438,355.192102549004,1.0477435111999516,1.044518597920735,1.0509684244791666,11346.1474072111,781.822243517095,2626.6213574131,0.0
FT1789,279.979565699984,5.722367350260416,5.722367350260416,5.722367350260416,1793.6926510856,525.068798243426,306.82560803512,0.0
FT2784,414.85469928516,13.111833203125167,13.05364990234375,13.120149739583333,1880.98430126746,16869.6472983099,20142.7011749691,0.0
FT4015,878.812296202219,8.548482259114584,8.548482259114584,8.548482259114584,7480.43366477958,58951.570911011,175772.348645742,0.0
FT2701,398.157248889167,1.1839689890543617,1.1839689890543617,1.1839689890543617,12659.4682195124,13264.7701466997,13544.9299608748,0.0
FT1711,270.975833452076,2.1564667795817,2.1315335591634166,2.1813999999999996,4149.58120895746,7511.54515854571,5461.30508887806,1.0
FT3481,559.813398801982,13.103516666667,13.070282999674482,13.103533935546867,9803.15048812868,12195.5842977516,11029.1025376431,1.0
FT0538,152.047183959914,5.04908358968115,5.0407666666669995,5.057400512695316,7466.0887965549,4756.32133480931,4421.21590500618,1.0
FT2430,354.106979678693,4.824650573730467,4.82465,4.84112447102865,6303.01103954317,3725.16449979297,5088.26853741562,1.0
FT3532,572.440984754361,0.8719130833943683,0.8719130833943683,0.8719130833943683,11152.4115555666,0.0,0.0,1.0
FT2725,402.298116951926,1.044518597920735,1.044518597920735,1.044518597920735,14571.7365190804,4402.78262418574,4431.82860663549,1.0
FT3098,476.185392122486,1.0177182515462233,1.0177182515462233,1.0177182515462233,1651.90480018744,2331.74512428199,3218.55379100276,0.0
FT1422,247.028519451047,1.1511235555013015,1.1511235555013015,1.1511235555013015,3171.08231723785,524.180459887022,1860.56626583729,0.0
FT1101,214.144606408068,1.1008352915445967,1.0842,1.1812637329101567,7573.70474693299,7823.52274303436,6756.03610747029,0.0
FT0602,160.842178860886,5.0574,5.057351684570317,5.0906504313151,27529.6716123552,14490.6887779155,13525.9051424713,0.0
FT3548,578.308294393545,1.2338357289632167,1.2171999999999998,1.3009333292643235,11681.5408189813,10581.959795625,10217.5256269388,1.0
FT0161,96.9878787036454,13.086900000000002,13.070282999674482,13.103533935546867,45555.5846687884,35638.6081173443,36720.3558883908,1.0
FT0968,199.968927432016,6.703219604492184,6.7032,6.719816589355466,4757.51343441011,2415.78654009895,4099.39224632264,1.0
FT2368,347.886442970129,13.086900000000002,13.070282999674482,13.103533935546867,91796.3144014283,75677.1190788061,85627.9962762453,1.0
FT0892,192.023977332511,4.974235782877433,4.9741882324218665,4.974283333333,4370.64701211847,2997.45976799012,4103.9614114446,1.0
FT2500,364.096690268328,2.547133333333,2.5121353149414003,2.5637346903483,5491.79229919024,5656.41944113479,5251.97226121157,1.0
FT4155,1113.24767056341,7.467908553059733,7.451283772786467,7.484533333333,3082.58560867323,2233.89342658997,2193.21962354473,1.0
FT1389,243.055529908144,6.071634928385417,6.071634928385417,6.071634928385417,23111.2995415019,19318.4447773157,21079.7311199368,0.0
FT2830,425.012225681021,1.59955,1.59955,1.59955,2736.80628761929,3088.25241684246,1514.28789965486,1.0
FT0328,125.010959458638,5.872079976399733,5.855366666667,5.888616666667001,45606.5829234923,1867.40222190856,42486.8432240314,1.0
FT0973,199.954929148619,5.057400512695316,5.057400512695316,5.057400512695316,3111.17965264278,1176.04946699925,2208.23591474071,1.0
FT2890,435.804064288019,1.067583333333,1.0509684244791666,1.1360145568847648,12636.9692507956,9246.10579603941,8978.67884248009,1.0
FT1459,248.97353468145,9.412949625651034,9.412949625651034,9.412949625651034,18472451.529707,12979749.4829969,12068423.5875082,0.0
FT0256,113.989258838731,1.001083333333,0.9844679514567051,1.0751848856608066,23177.3851160255,20251.0305323755,18397.3901236725,1.0
FT2422,353.025777537682,8.8975819905599,8.8975819905599,8.8975819905599,291.349079608172,0.0,1456.52069950104,0.0
FT3689,622.110905907678,0.6686,0.6686,0.6686,5927.61481409543,5243.59493854032,2514.31625058992,0.0
FT1199,223.117271903815,1.1174687703450517,1.11745,1.1812637329101567,136339.208230578,119355.389914362,116725.418471827,1.0
FT1985,294.799637246208,1.067583333333,1.0509684244791666,1.1360145568847648,104381.075886477,76072.2636266326,76678.2981800545,1.0
FT0324,124.015325661149,5.107266743977866,5.074017333984367,5.107267252604166,208828.364542984,182510.167132342,3445.86217114841,1.0
FT2573,373.114990722752,5.024150594075517,5.024150594075517,5.024150594075517,3254.97325454643,1733.90814688727,1785.50762208849,1.0
FT3119,479.3875031708,0.903872044881185,0.903872044881185,0.903872044881185,26606.4188010945,0.0,0.0,0.0
FT2614,382.187098613758,0.8348498662312834,0.818216666667,0.903872044881185,16567.5905025141,18232.6710042222,18784.799055865,1.0
FT0225,108.042521470403,6.66995,6.653316752115884,6.669975789388017,72918.2190136721,67436.4494697537,69384.4007015471,1.0
FT0183,101.024496277169,4.375534057617184,4.375534057617184,4.375534057617184,36346.9566361742,31169.676744325,36537.7908068481,1.0
FT3867,731.177130520894,0.917966666667,0.917966666667,0.917966666667,0.0,2827.29746429443,1719.15837341309,1.0
FT2490,362.890899131177,13.086900000000002,13.070282999674482,13.103533935546867,363268.096157878,321014.234597005,318762.647131435,1.0
FT0330,125.018444590873,5.107266743977866,5.107266666667,5.1239003499349,10766.4248348236,7894.14897285463,10579.9145992458,1.0
FT1051,208.133356959347,1.0509684244791666,1.05095,1.1360145568847648,10759.2987015268,10520.0639306504,9807.13530834428,1.0
FT3276,513.272311623731,0.9669766108194984,0.9669766108194984,0.9669766108194984,18621.3705734804,9600.33746617628,7046.56422880581,0.0
FT2348,344.100930244246,5.47300029500325,5.473,5.473000590006517,4846.39455523457,4043.44043540954,2928.08727621312,1.0
FT0932,196.938677089408,13.21158358968115,13.203266666667,13.219900512695316,821706.19078182,897432.341495764,934548.435644378,0.0
FT1994,295.406706020796,13.103516666667,13.070282999674482,13.120149739583333,4386.78921189113,3761.57633560176,3480.88482140747,0.0
FT0196,103.003888771854,6.13812306722005,6.137966666666999,6.154600016276033,89777.7010604781,87478.1779545154,79735.3533564843,1.0
FT3726,640.129376616204,0.917966666667,0.9013505299886067,0.99815985361735,8536.80250305175,6578.76811546326,5218.48596817017,1.0
FT1881,284.267715388002,6.802933247884116,6.802933247884116,6.802933247884116,50463.2355696448,39533.4747092283,33947.8362500449,0.0
FT2208,325.046514713323,0.6686,0.66859753926595,0.7409428914388017,42401.8356099406,27130.0788861942,19852.8605094843,0.0
FT3467,555.524110475756,0.919754219055175,0.919754219055175,0.919754219055175,16607.1968005371,0.0,0.0,1.0
FT0701,171.911069826767,8.049766666667,8.016497802734367,8.0996337890625,21440.3974124671,4411.25474006651,2819.32726638793,0.0
FT0074,78.9591228157889,0.66859753926595,0.66859753926595,0.66859753926595,72186.2741808739,60622.2351132476,110620.507956831,0.0
FT1390,243.131815351622,1.1590177551269534,1.134083333333,1.2112960815429683,7381.71705617142,7767.55131271363,7785.07924438786,1.0
FT2135,314.079994814417,0.9179674148559567,0.917966666667,0.99815985361735,57692.1896120348,47219.6055830933,47656.6780256261,1.0
FT2797,417.187803124894,6.0714833577473994,6.05485,6.088248697916667,30066.3546274687,30115.1928555616,24749.600023483,0.0
FT3403,541.174144025002,0.9346008936564133,0.934583333333,1.01365966796875,47065.4345879653,40708.5878591538,47213.7194413286,1.0
FT3291,516.773657440883,1.1360145568847648,1.1360145568847648,1.1360145568847648,2319.84813943274,0.0,0.0,1.0
FT1857,283.2646945374,5.9718994140625,5.9718994140625,5.9718994140625,235999.720283167,195704.994545779,205821.573264691,0.0
FT3600,592.465538714099,0.8016,0.8015994389851884,0.8879364013671867,88525.4814462693,81580.4427353606,79061.8956465122,1.0
FT3652,610.47653015029,0.7849826176961266,0.784966666667,0.8719130833943683,12146.7717162299,10352.9110393524,11000.9495718384,1.0
FT2516,366.249306960405,1.0904593149820967,1.0904593149820967,1.0904593149820967,4066.91518302138,0.0,351.479349297821,0.0
FT0122,88.9879834708473,0.66859753926595,0.66859753926595,0.66859753926595,56555.5601865351,41105.5513526358,76554.1625517358,1.0
FT3774,671.10272462378,0.9179674148559567,0.917966666667,0.99815985361735,8271.82001312256,8626.12898117065,7362.52247007899,0.0
FT2431,354.165073260303,0.9512176513671867,0.951216666667,1.0291222254435217,28757.3672574746,27355.9491622639,30879.2935097431,1.0
FT0007,57.9756297182526,1.4832023620605466,1.483183333333,1.5098092397054035,9571.49794715881,8073.27737628937,9433.29519539232,1.0
FT0356,128.914481386421,11.341349283854166,11.341349283854166,11.341349283854166,17547.3768425461,0.0,0.0,0.0
FT0235,110.975707016654,1.78243459065755,1.782416666667,1.80229988098145,77970.132760866,57582.1198989376,58066.857214084,1.0
FT1241,226.996624220324,4.209267679850266,4.192933333333,4.209271748860683,30713.7160929351,24707.5659065028,27232.734945145,1.0
FT0955,198.89065920943,7.27672440592465,7.268416666667,7.2850321451823,409.000180357933,6672.8022980966,6424.46050304066,0.0
FT0017,60.9930284737129,13.53575,13.519132486979167,13.552383422851566,566281.877707894,440474.186728626,426578.237479086,1.0
FT0766,178.131847917686,1.0509684244791666,1.05095,1.1056772867838531,6617.46595870971,5748.32333816528,4662.01243354964,1.0
FT1619,258.055663597817,5.2568837483724,5.2568837483724,5.2568837483724,4881.24067762099,2881.67665460799,1550.48697837544,0.0
FT0365,130.051275756321,1.9819170633951833,1.981916666667,1.9982120513916,101449.039193918,70438.620066959,82799.7941825062,1.0
FT0677,169.025637167235,5.107266743977866,5.107266666667,5.107267252604166,69405.3035360206,57555.1660764555,53450.2954990284,1.0
FT3643,607.457946411381,0.818216666667,0.8015994389851884,0.8879364013671867,27477.0249292165,26819.5980669793,23715.1389547219,1.0
FT0466,143.107904092097,0.9512176513671867,0.951216666667,1.0291222254435217,2288527.09631666,1980137.03423338,2058388.61907252,1.0
FT1336,238.02622988302,5.306862894694017,5.306766666667,5.323383585611983,2818.32160096246,4020.65350494626,3579.76831199991,0.0
FT2295,336.886624518836,7.28504111328125,7.2517822265625,7.3183,253.149909852498,4324.47843486785,5839.1097960157,0.0
FT3493,563.431461692631,0.903872044881185,0.903872044881185,0.903872044881185,30009.806485587,15726.4943488522,13009.9802146074,1.0
FT2918,440.859673454023,4.1596833333330006,4.142684173583984,4.192654673258467,29086.3493407238,24204.7812310926,26741.3497098219,0.0
FT3684,621.204856192508,0.809908052826095,0.8015994389851884,0.818216666667,13013.2183474696,10154.0249529126,7011.14809467315,1.0
FT2063,303.234574937327,0.93555367787679,0.93555367787679,0.93555367787679,710149.620609732,450854.169940595,446250.514763056,1.0
FT1565,255.233126259586,13.452633333333,13.452633333333,13.452633333333,146818.859648428,93205.9350370049,84834.0158408791,0.0
FT2746,407.205510992811,1.1673344217934531,1.167333333333,1.1673355102539067,10273.6886858027,14741.7776051361,16471.1112234825,1.0
FT0739,174.956714337463,16.428390502929684,16.428390502929684,16.428390502929684,4917.69135083631,43808.9141351332,368124.881159835,0.0
FT1684,267.124046577911,1.0177174591066118,1.017716666667,1.0177182515462233,276304.745181322,251942.492685966,261894.821643337,1.0
FT3579,586.8149858065,9.080465698242184,9.080465698242184,9.080465698242184,54808.2818739727,13119.9386025867,18905.9163012753,0.0
FT1495,249.975359874531,7.750517272949216,7.750517272949216,7.750517272949216,384400.6103341,309473.475177057,336839.844543494,0.0
FT1722,272.924272352726,8.232614644368484,8.232614644368484,8.232614644368484,218.161219453223,132496.752341247,1154750.81943573,0.0
FT0945,197.154278767374,0.934583333333,0.8681002298990883,0.9669766108194984,75727.4561588394,7430.92111225002,9698.9599609403,1.0
FT3518,569.169917588513,0.99815985361735,0.99815985361735,0.99815985361735,14970.9755536652,0.0,618.364250888388,1.0
FT0350,127.897093151984,1.0675851186116534,1.05095,1.1208566029866533,54015.814688172,21146.1987605255,19866.1272389255,1.0
FT1717,272.193415580225,1.0260257924396117,1.0177182515462233,1.034333333333,3537.67596529198,5444.61702086527,4027.37625554134,0.0
FT3827,699.772597627089,13.103516666667,13.05364990234375,13.103533935546867,5302.46055994553,5192.58898933412,4739.52493467892,0.0
FT1697,268.92435236444,13.086900000000002,13.070282999674482,13.103533935546867,10926.5958811955,10793.9838296648,8580.74093513491,1.0
FT0622,162.136375526402,0.8847171147664383,0.8847171147664383,0.8847171147664383,0.0,5040.89710534333,6555.61894958496,1.0
FT1737,273.925592554194,13.070282999674482,13.070282999674482,13.070282999674482,6179.09672317318,3271.50559769305,3729.0891111847,1.0
FT2264,332.274640223368,0.83485,0.8348498662312834,0.919754219055175,42454.9368574452,34936.9200747698,34375.7219055234,1.0
FT0569,156.946103802078,12.089444986979167,12.089444986979167,12.089444986979167,3794836.1025656,4579905.22754781,4766861.08661979,0.0
FT0043,60.9930236896419,9.030582682291667,9.030582682291667,9.030582682291667,226136.032174444,168074.16115281,159734.037973094,0.0
